chr3R:20061567-20061677	+	dme_circ_0003580	110	110	S2_m, S2_rr	1, 1	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0305043	mask	Ashwal2014
chr3RHet:1702560-1703297	-	dme_circ_0000611	737	737	wt18_rr_rep2, wt29rr, slow29rr, wt29_m_rep2, slow18_m_rep2, slow18_rr_rep2, S2_m, wt18rr, slow29m, wt29_rr_rep2, slow29_rr_rep2, slow18rr, S2_rr, wt29m, slow29_m_rep2	1, 29, 19, 2, 1, 1, 8, 4, 2, 12, 18, 1, 20, 5, 4	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0113990	CG41099	Ashwal2014
chr4:1250827-1252976	+	dme_circ_0000111	2149	1029	wt29rr, wt29m, slow18_rr_rep2, slow18_m_rep2	1, 1, 1, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, intronic, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0307333	Caps	Ashwal2014
chr2L:21700671-21704603	+	dme_circ_0000702	3932	757	wt18_rr_rep2	3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0307497	CG31619	Ashwal2014
chr3L:8247964-8248718	+	dme_circ_0002111	754	318	wt29_rr_rep2, wt18_rr_rep2, slow29_rr_rep2, wt29rr, slow18rr, wt18rr	4, 4, 2, 3, 3, 5	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0333589	Dscam4	Ashwal2014
chr2L:21679555-21679867	+	dme_circ_0000121	312	312	S2_rr	2	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0332966	Ef2b	Ashwal2014
chr2RHet:2819733-2819963	-	dme_circ_0004291	230	230	wt29rr, slow29rr	1, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0113748	CG17514	Ashwal2014
chrX:16386479-16398331	-	dme_circ_0001876	11852	934	wt29m, wt29rr, slow18rr, wt18_rr_rep2, wt29_rr_rep2, wt18m, slow29_rr_rep2	2, 2, 1, 3, 1, 1, 4	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0303687	para	Ashwal2014
chr2R:5152994-5155481	-	dme_circ_0002215	2487	861	slow18_m_rep2, wt18_m_rep2, slow29rr, wt29_m_rep2, slow29_m_rep2, wt29m, slow18m, S2_rr, slow29_rr_rep2, wt18m, wt18rr, S2_m, slow29m, slow18_rr_rep2, wt29rr, wt18_rr_rep2, slow18rr, wt29_rr_rep2	3, 8, 57, 19, 13, 15, 4, 13, 123, 8, 99, 2, 7, 22, 224, 136, 25, 115	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0112897	Pkn	Ashwal2014
chr3R:24665646-24666547	-	dme_circ_0003181	901	901	slow29_rr_rep2, wt29_rr_rep2, slow18rr, wt18_rr_rep2, slow29rr, wt29rr, wt18rr, slow18_rr_rep2	3, 3, 1, 1, 1, 3, 3, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0085351	Apc	Ashwal2014
chr2R:13714638-13715514	+	dme_circ_0003754	876	810	slow18m, wt29rr, wt29_m_rep2, slow29_rr_rep2	1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0300539	grh	Ashwal2014
chr3L:19164802-19165138	-	dme_circ_0002499	336	336	wt29rr, slow18rr	1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	FBtr0299586	fz2	Ashwal2014
chr3R:16617466-16618277	+	dme_circ_0001307	811	674	wt18_rr_rep2, slow29rr, wt29rr, wt18rr, slow18_rr_rep2, slow29_rr_rep2, wt29_rr_rep2, slow18rr, slow29_m_rep2	3, 5, 2, 2, 2, 3, 2, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0083962	CG17838	Ashwal2014
chr3L:2415390-2435132	+	dme_circ_0001539	19742	581	wt18_rr_rep2, wt29rr, slow29rr, wt29_m_rep2, slow18_rr_rep2, wt18rr, wt18m, wt29_rr_rep2, slow29_rr_rep2, slow18rr, wt29m	14, 6, 7, 2, 4, 5, 1, 12, 14, 9, 1	NA	ANNOTATED, coding, INTERNAL, OVCODE, OVEXON, UTR5	FBtr0302677	CG42669	Ashwal2014
chr3L:18149341-18149505	-	dme_circ_0001410	164	164	slow18_m_rep2	2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0075134	CG13699	Ashwal2014
chr3R:8845063-8847364	+	dme_circ_0000509	2301	1404	slow29_rr_rep2, slow18rr, S2_rr, wt29m, slow29_m_rep2, wt18_rr_rep2, wt29rr, slow29rr, wt18_m_rep2, slow18_m_rep2, wt18rr, slow29m	1, 1, 3, 1, 1, 1, 6, 4, 1, 2, 3, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0100161	CtBP	Ashwal2014
chrX:4243036-4243745	+	dme_circ_0000435	709	644	slow29_m_rep2, wt29_rr_rep2, wt18_rr_rep2, slow29_rr_rep2	1, 1, 3, 3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0100670	norpA	Ashwal2014
chr3R:4219052-4220780	-	dme_circ_0004108	1728	323	wt29_rr_rep2, wt18_rr_rep2, slow29_rr_rep2, wt29rr, slow18rr, wt18rr	1, 1, 1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0309233	CG43462	Ashwal2014
chr3R:743118-743853	+	dme_circ_0001840	735	735	slow18rr, wt29_rr_rep2, wt29m, slow18m, wt29rr, slow29rr, wt18_rr_rep2, wt18rr	1, 1, 2, 1, 2, 1, 4, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0110958	Cdep	Ashwal2014
chr3R:4171768-4171993	-	dme_circ_0002691	225	225	slow29rr	2	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0081841	DppIII	Ashwal2014
chr3R:16127114-16127227	-	dme_circ_0001088	113	113	wt18_rr_rep2, wt29rr, slow29rr, slow18_rr_rep2, wt18rr, S2_m, wt29_rr_rep2, slow29_rr_rep2, slow18rr, S2_rr	1, 1, 4, 1, 1, 1, 2, 2, 1, 4	NA	ANTISENSE, coding, INTERNAL, OVEXON, UTR3	FBtr0305030	cic	Ashwal2014
chr3R:567573-569904	-	dme_circ_0002759	2331	2331	S2_m, S2_rr	8, 8	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0302616	tacc	Ashwal2014
chr2R:1371347-1372158	-	dme_circ_0002936	811	693	wt18rr, slow29m, slow18_rr_rep2, slow18_m_rep2, wt18_m_rep2, slow29rr, wt29rr, wt18_rr_rep2, slow18m, slow18rr, slow29_rr_rep2, wt29_rr_rep2, wt18m	5, 1, 2, 1, 1, 3, 4, 9, 1, 2, 6, 9, 3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0086076	CG30440	Ashwal2014
chr2L:14932513-14936824	-	dme_circ_0000867	4311	703	wt29rr, slow29_rr_rep2, wt29_rr_rep2, wt18_rr_rep2, slow18_rr_rep2	3, 2, 2, 3, 3	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0299711	CG42313	Ashwal2014
chr3L:17722683-17732026	+	dme_circ_0004908	9343	731	wt18rr, wt29rr, slow29rr, wt18_rr_rep2, slow29_rr_rep2	1, 1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0075186	Ccn	Ashwal2014
chr3R:25297372-25299162	+	dme_circ_0001450	1790	530	wt18_rr_rep2, slow29rr, wt29rr, wt18rr, slow18_rr_rep2, slow29_rr_rep2, wt29_rr_rep2, slow18rr	1, 2, 2, 1, 1, 1, 1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0085424	Ptp99A	Ashwal2014
chr3R:6870966-6871266	+	dme_circ_0001606	300	300	slow18_rr_rep2, wt18_rr_rep2	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0110808	CG34114	Ashwal2014
chr3R:11957948-11958666	+	dme_circ_0004931	718	718	wt18m, wt29rr, slow29rr	1, 1, 1	NA	ANNOTATED, coding, INTERNAL, OVEXON, UTR5	FBtr0083250	Sb	Ashwal2014
chr3R:1092474-1093599	+	dme_circ_0003831	1125	917	wt29_rr_rep2, wt18_rr_rep2, slow18rr, wt29_m_rep2, slow29rr, wt18rr	1, 1, 1, 1, 2, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0078780	Hph	Ashwal2014
chr3R:5610062-5610165	-	dme_circ_0002014	103	103	S2_rr	2	NA	ALT_ACCEPTOR, ALT_DONOR, coding, OVEXON, upstream_start, UTR5	FBtr0082158	MtnA	Ashwal2014
chr3R:4217735-4228597	-	dme_circ_0004317	10862	1575	slow29_m_rep2, wt29_rr_rep2	1, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0309233	CG43462	Ashwal2014
chrX:8761581-8762257	+	dme_circ_0005047	676	537	slow29_rr_rep2, wt29_rr_rep2, wt18m, slow18rr, slow18m, slow29_m_rep2, wt29m, wt18_rr_rep2, slow29rr, wt29_m_rep2, wt29rr, slow18_m_rep2, slow29m, wt18rr, slow18_rr_rep2	63, 42, 3, 20, 3, 3, 9, 53, 23, 11, 97, 1, 1, 28, 15	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0307271	CG12075	Ashwal2014
chr3L:11667367-11668765	-	dme_circ_0000436	1398	1398	slow29_rr_rep2, wt29_rr_rep2, slow18rr, slow29_m_rep2, wt18_rr_rep2, slow29rr, wt29rr, wt18rr	3, 5, 1, 1, 1, 9, 5, 3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0076133	CG32085	Ashwal2014
chr3R:26304840-26305502	+	dme_circ_0002156	662	497	wt18_rr_rep2, slow18rr, wt29rr, S2_rr, S2_m, wt18rr	3, 1, 2, 16, 3, 4	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0085650	PH4alphaEFB	Ashwal2014
chr2R:5197059-5197341	+	dme_circ_0003590	282	282	wt29_m_rep2, wt29_rr_rep2	1, 1	NA	ANTISENSE, coding, INTERNAL, OVEXON, UTR3	FBtr0088558	CG13739	Ashwal2014
chr3L:13771012-13776630	-	dme_circ_0003258	5618	509	wt18_rr_rep2, wt29_rr_rep2	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0330356	bru-3	Ashwal2014
chrX:11329415-11330429	-	dme_circ_0002823	1014	885	slow18rr, wt29rr	1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0073547	CG11727	Ashwal2014
chr2R:1327211-1328302	+	dme_circ_0001712	1091	236	slow29_rr_rep2, wt18_rr_rep2	2, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0299918	laccase2	Ashwal2014
chr3L:22770405-22770642	-	dme_circ_0003698	237	237	S2_rr	2	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0078533	SPoCk	Ashwal2014
chr3L:1834288-1835017	-	dme_circ_0004860	729	486	S2_rr, S2_m	2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0332875	Cpr62Bb	Ashwal2014
chr2L:20339244-20339693	+	dme_circ_0001234	449	243	slow29rr, wt29rr, slow29_rr_rep2, wt29_rr_rep2, wt18_rr_rep2, slow29_m_rep2	1, 2, 1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0081352	spir	Ashwal2014
chr3R:20381957-20382392	+	dme_circ_0001475	435	435	slow29_rr_rep2, wt29_rr_rep2, wt18m, wt18_rr_rep2, slow29rr, slow18_m_rep2, wt18rr, slow29m	1, 2, 1, 2, 1, 1, 3, 1	NA	ALT_DONOR, CDS, coding, downstream_end, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0084647	Esyt2	Ashwal2014
chr3R:27603893-27604480	+	dme_circ_0000914	587	587	slow29rr, wt29rr, wt18_rr_rep2, wt29_rr_rep2, slow29_m_rep2, S2_rr	1, 1, 3, 1, 1, 7	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0307550	faf	Ashwal2014
chr4:1093484-1093936	-	dme_circ_0003696	452	452	slow29rr, wt29rr, wt29_rr_rep2, slow29_m_rep2	1, 1, 2, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0089188	Rfabg	Ashwal2014
chr2R:1606674-1606793	+	dme_circ_0004718	119	119	S2_m	3	NA	ANTISENSE, coding, INTERNAL, intronic	FBtr0086058	ap	Ashwal2014
chr4:69890-70002	+	dme_circ_0001967	112	112	slow29rr, wt29rr	1, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0306168	ci	Ashwal2014
chr3R:5853051-5863612	-	dme_circ_0000782	10561	127	wt29_rr_rep2, slow29_rr_rep2	1, 1	NA	ANNOTATED, coding, INTERNAL, OVEXON, UTR5	FBtr0306610	Mical	Ashwal2014
chr3L:4326983-4327917	-	dme_circ_0003161	934	802	slow29rr, wt29rr, wt18_rr_rep2, S2_m, wt18rr, slow18_rr_rep2, wt18_m_rep2, slow18rr, slow29_rr_rep2, wt29_rr_rep2, wt29m, S2_rr	1, 5, 8, 1, 6, 1, 2, 1, 2, 2, 1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0306534	Cip4	Ashwal2014
chr3L:5666166-5666365	+	dme_circ_0001947	199	199	wt18rr	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0112708	sif	Ashwal2014
chrX:8908957-8910258	-	dme_circ_0004035	1301	1301	slow29_m_rep2, wt29_m_rep2	1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, INTERNAL, intronic, ncRNA, OVCODE, OVERLAPTX, OVEXON	FBtr0332279	CR43836	Ashwal2014
chr3R:272146-273676	-	dme_circ_0002403	1530	445	slow29rr, wt29rr, slow29_rr_rep2, wt29_rr_rep2, slow29_m_rep2, slow29m, slow18_rr_rep2	1, 1, 1, 2, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0306343	CG31522	Ashwal2014
chr3L:17636462-17636826	-	dme_circ_0000349	364	364	slow29rr, slow18rr, wt18_rr_rep2, slow29_rr_rep2	1, 1, 1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0075199	Pep	Ashwal2014
chr2RHet:3154308-3155512	-	dme_circ_0004092	1204	1083	slow29_m_rep2, wt18rr, wt29rr, slow29_rr_rep2	1, 1, 2, 1	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0302226	uex	Ashwal2014
chr3R:293189-293446	+	dme_circ_0003005	257	257	wt29_m_rep2, slow29_rr_rep2	1, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0078937	CG31523	Ashwal2014
chr2L:16342609-16343304	-	dme_circ_0003408	695	695	slow18rr, slow29rr, wt29rr, slow29_rr_rep2, wt18rr, wt29m	1, 2, 3, 2, 1, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0080838	chif	Ashwal2014
chr2R:13162914-13183381	+	dme_circ_0004087	20467	696	slow18_rr_rep2, slow29_rr_rep2, wt18_rr_rep2, wt29_m_rep2, slow18rr, wt29rr	1, 3, 1, 1, 1, 2	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0086993	mbl	Ashwal2014
chr2R:7776453-7776894	-	dme_circ_0000622	441	441	wt18rr	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0088058	ERp60	Ashwal2014
chr3L:3083732-3086514	+	dme_circ_0004366	2782	1356	S2_rr, wt29rr, slow29rr	2, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0073000	CG11486	Ashwal2014
chr2RHet:2799749-2800714	+	dme_circ_0001593	965	965	wt29m, S2_rr, slow29_rr_rep2, wt29_rr_rep2, S2_m, slow29m, wt18rr, slow29rr, wt29rr, wt18_rr_rep2	1, 4, 8, 2, 2, 1, 1, 4, 3, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0113748	CG17514	Ashwal2014
chr3L:9584340-9585556	+	dme_circ_0001704	1216	401	slow29_rr_rep2, wt18_rr_rep2	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0302710	CG42673	Ashwal2014
chr3L:20373334-20373448	+	dme_circ_0002334	114	114	slow18rr	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0330157	RhoBTB	Ashwal2014
chrX:6716507-6716628	-	dme_circ_0004089	121	121	S2_m, S2_rr	1, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0070970	CG4542	Ashwal2014
chrX:3675687-3679846	+	dme_circ_0003232	4159	3468	S2_m, S2_rr	2, 6	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON	FBtr0333753	tlk	Ashwal2014
chr3L:19365265-19366683	-	dme_circ_0000192	1418	329	wt18_rr_rep2, wt29_rr_rep2, slow29_rr_rep2, wt29rr, slow18_rr_rep2, wt18rr	3, 1, 1, 2, 1, 3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0331182	CG32206	Ashwal2014
chrX:21895316-21905576	+	dme_circ_0005092	10260	5392	slow29_m_rep2, slow18rr, slow29_rr_rep2, wt18m, wt29_rr_rep2, slow29m, slow29rr, wt29_m_rep2, wt29rr, wt18_rr_rep2	1, 1, 4, 1, 2, 1, 3, 3, 5, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0299526	l(1)G0196	Ashwal2014
chr2R:3343140-3343448	-	dme_circ_0003307	308	244	wt18_rr_rep2, slow29_rr_rep2	1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0089329	Inos	Ashwal2014
chr3R:21702253-21702448	-	dme_circ_0002797	195	195	S2_rr	8	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0330164	Tsp96F	Ashwal2014
chr2R:18767084-18767741	+	dme_circ_0003536	657	476	slow18_rr_rep2, wt18rr, wt29rr, wt18_rr_rep2, wt29m, slow29_m_rep2, wt29_rr_rep2, slow29_rr_rep2	1, 2, 7, 6, 2, 1, 2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0304921	PIP5K59B	Ashwal2014
chr2L:11800154-11800322	-	dme_circ_0000331	168	168	wt29rr	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0080261	crol	Ashwal2014
chrX:2490185-2490306	-	dme_circ_0002416	121	121	slow29rr, wt29rr	1, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0070439	egh	Ashwal2014
chr4:235300-239516	-	dme_circ_0003724	4216	1491	slow29rr, wt29rr	1, 1	NA	ALT_DONOR, CDS, coding, downstream_end, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0089144	CG31999	Ashwal2014
chr3L:5660921-5662182	+	dme_circ_0003914	1261	570	wt29_rr_rep2	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0112708	sif	Ashwal2014
chr2R:15046238-15046857	+	dme_circ_0000257	619	555	wt18rr, S2_m, slow18_rr_rep2, wt18_rr_rep2, slow29rr, wt29rr, S2_rr, wt29m, slow29_rr_rep2, wt29_rr_rep2, slow18rr	2, 2, 1, 1, 6, 5, 16, 1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0114623	ena	Ashwal2014
chr2L:21679555-21679777	+	dme_circ_0000513	222	222	S2_rr	3	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0332966	Ef2b	Ashwal2014
chr3R:3689982-3694094	-	dme_circ_0005169	4112	1147	slow18rr, slow29_rr_rep2, wt18m, wt29_rr_rep2, slow29_m_rep2, wt29m, slow18m, slow29rr, wt29rr, wt18_rr_rep2, slow29m, wt18rr, slow18_rr_rep2, slow18_m_rep2, wt18_m_rep2	5, 16, 2, 5, 4, 3, 1, 17, 13, 7, 1, 9, 5, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0113203	CG17816	Ashwal2014
chr3L:20899026-20899131	+	dme_circ_0000240	105	105	wt29m, slow29rr, wt29rr	1, 3, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0078265	CG11458	Ashwal2014
chr2RHet:494132-495242	+	dme_circ_0004731	1110	1043	wt18_rr_rep2, wt29rr, wt29_m_rep2, slow29rr, wt18_m_rep2, slow18_m_rep2, slow18_rr_rep2, wt18rr, wt29_rr_rep2, slow29_rr_rep2, slow18rr, slow18m, wt29m, slow29_m_rep2	1, 7, 3, 7, 1, 3, 4, 1, 5, 9, 2, 1, 2, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0114030	l(2)41Ab	Ashwal2014
chr2R:14031375-14031617	+	dme_circ_0000453	242	242	S2_m, S2_rr	1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0086740	pAbp	Ashwal2014
chrX:13879246-13880107	-	dme_circ_0000212	861	861	wt18_rr_rep2, wt29_m_rep2, slow18rr, wt29rr, slow29_m_rep2, slow18_rr_rep2	1, 1, 1, 1, 1, 1	NA	ALT_ACCEPTOR, coding, OVEXON, upstream_start, UTR5	FBtr0307299	mamo	Ashwal2014
chr3L:24028609-24028741	-	dme_circ_0000817	132	132	S2_rr, S2_m	1, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0331585	CG40045	Ashwal2014
chr2L:17875227-17887148	-	dme_circ_0001587	11921	11921	S2_rr, S2_m	1, 2	NA	ALT_ACCEPTOR, coding, OVEXON, upstream_start, UTR5	FBtr0308770	CadN2	Ashwal2014
chr2L:21273323-21275806	+	dme_circ_0004903	2483	1351	wt18_m_rep2, slow18_rr_rep2, wt18rr, S2_m, wt18_rr_rep2, wt29rr, S2_rr, slow18m, wt29m, slow29_m_rep2, wt29_rr_rep2, wt18m, slow29_rr_rep2	1, 6, 8, 2, 18, 5, 6, 1, 2, 1, 2, 2, 6	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0081483	CG8671	Ashwal2014
